,X1,X2,S
255,0.18488785311132194,0.8970398148816671,M
256,0.37631088299267934,0.953248884590126,M
257,0.10966842067078619,0.756991559774833,M
258,0.4419334238299606,0.7294328614832827,M
259,0.33732283335667523,0.7061501346566752,M
260,0.8582265475901358,0.49109163429254943,M
261,0.49943841589761484,0.44858650623296414,M
262,0.8163650880319057,0.20036430135683625,M
263,0.9992637303803261,0.3775401412036875,M
264,0.8834678605123655,0.32905999059717383,M
265,0.0348933114974983,0.1271131668233838,M
266,0.8124416508310104,0.23425121313657904,M
267,0.4123324803357502,0.6858825254051917,M
268,0.9968499683415089,0.23704584891490355,M
269,0.21026823317024246,0.6397300719782281,M
270,0.19594214733590343,0.9238025652019692,M
271,0.9497955753506115,0.2338188727711472,M
272,0.8608709853320996,0.46794038374769353,M
273,0.41186592319762505,0.12252110915992176,M
274,0.760608789354307,0.3249902364607836,M
275,0.307213320467007,0.06965865816016137,M
276,0.517710832810063,0.19840944719593223,M
277,0.5777943943628027,0.8642294313296213,M
278,0.8905069085109117,0.38824573088521785,M
279,0.4179414156282997,0.11303638475002242,M
280,0.8196566859298052,0.3475014228062172,F
281,0.5621220426766336,0.5985082169075077,M
282,0.06961131052333014,0.3548361086520817,F
283,0.45168871421447143,0.00847357320549702,F
284,0.06071047282087949,0.16283825919789408,M
285,0.336401272202979,0.5581939622257299,M
286,0.2790830644856005,0.9616469989680745,M
287,0.7720431988727134,0.43309947562445916,F
288,0.09407763580945983,0.4366215451487929,M
289,0.5352670473156993,0.9473574208685435,M
290,0.46304179192766703,0.145368091631924,M
291,0.8221053686063419,0.8319343288496763,M
292,0.8321195833761745,0.0756772052464817,M
293,0.09213332901187044,0.38204368075553463,M
294,0.11521613159542532,0.6019567973545015,M
295,0.5164815849436706,0.4767426795789321,M
296,0.9610534937479416,0.9051794104234896,M
297,0.6242477050650179,0.9705913972925061,F
298,0.25312455462489947,0.5271757877265242,F
299,0.12285050869840752,0.1340318140265807,F
300,0.5558841929523004,0.2385355862806563,M
301,0.5821784593964586,0.02970707198842837,M
302,0.48979311247209867,0.03120519755546458,M
303,0.35503607390182146,0.07902641326626048,M
304,0.6271439827665121,0.6479408035410836,M
305,0.5158281387206046,0.5731097727970139,M
306,0.016325490883015825,0.6041924261173133,M
307,0.14018822914134077,0.9738557735014102,M
308,0.7437845806104793,0.987016018988148,F
309,0.2869876925582071,0.8896053081113813,M
310,0.07901192607306173,0.21220885608424978,M
311,0.5513285359177221,0.6161810669424578,M
312,0.04741770646233456,0.7395183483969104,M
313,0.8018097327346335,0.19497430843416108,M
314,0.6292804174343012,0.6454443320959193,M
315,0.4159042094405563,0.843573505347498,M
316,0.48289024212136533,0.16055225433425524,M
317,0.5326769764719165,0.41637224690877195,M
318,0.37874827318863225,0.9973375886050457,M
319,0.886887297032175,0.2036256867828502,M
320,0.8459395696610025,0.6450711441396685,M
321,0.891145725237613,0.5978714921097098,M
322,0.12482508869182163,0.7417550128860592,M
323,0.14353559081323108,0.6416709268451615,M
324,0.37461263108842424,0.03562485974740304,M
325,0.8986396679110127,0.9475276456275518,M
326,0.5473799985337783,0.40845461421735163,M
327,0.29689732890358767,0.9272607630254494,M
328,0.5697806256327517,0.40305259092510193,M
329,0.030574669478701133,0.3788043963895068,M
330,0.7300118963191468,0.602539857135117,M
331,0.06907445347055974,0.7498242135956615,M
332,0.43327120139825037,0.5116597931142145,M
333,0.4166507062292881,0.9151146426670566,M
334,0.4116824834251519,0.774515284446137,M
335,0.12364076643946054,0.5215999109642768,M
336,0.6673345085823192,0.7852728330990025,F
337,0.9884691209402313,0.8866021109581969,M
338,0.3567395335485728,0.1411741536078832,M
339,0.3948510166126038,0.5317731001701638,M
340,0.4169540589973557,0.7232176711354824,M
341,0.554330908471646,0.8211002408521606,M
342,0.504589586586317,0.8221570391383842,M
343,0.8588827579323307,0.6823637533673732,M
344,0.3102856364270833,0.32256837158818186,M
345,0.8469264853795497,0.6832894679944076,M
346,0.9158651782718166,0.9075402488823868,M
347,0.5043648120950467,0.3904548976062714,F
348,0.005471228808852202,0.8833692187256026,F
349,0.5096464348958148,0.5304261320189225,M
350,0.2537102053221627,0.9939753518247957,M
351,0.3949979895382133,0.904275921160506,F
352,0.248502244084988,0.9544792405192326,M
353,0.8925488738139749,0.2746382074672089,M
354,0.699677430835849,0.8287146711260726,M
355,0.6873659771966795,0.8952463219301083,M
356,0.19191715642629836,0.6461849183210486,M
357,0.7419438312416677,0.9756109696477371,M
358,0.8376589809160834,0.7674176383247445,M
359,0.6334942144964826,0.09364105682707258,F
360,0.8497842742751507,0.8854132690646566,M
361,0.05293356601998078,0.9008646910846654,F
362,0.16260530860532219,0.4953599621971395,M
363,0.24166898431561745,0.5900928506021547,M
364,0.47551829440974314,0.8627551584855284,M
365,0.16432337316503942,0.6245615952604722,M
366,0.9101235996207964,0.16418794043092555,F
367,0.34821324904943907,0.9544436818618909,M
368,0.41171803968904863,0.09183080185749937,M
369,0.014070836529508912,0.12116324032030235,M
370,0.689823740309629,0.2892064583693531,F
371,0.18834310288298484,0.5130558980730361,F
372,0.3034038649131343,0.13748089689287257,M
373,0.8895372266206135,0.1839859014049715,M
374,0.3338968852123606,0.547019608778264,F
375,0.9013225061814745,0.8446734625379325,M
376,0.12529542699616836,0.6743328868146771,M
377,0.9138405179094826,0.01882130019456385,M
378,0.4649174213114885,0.729524429733854,F
379,0.9009366611135139,0.5937807565809506,F
380,0.9928367047744099,0.7441947805002771,M
381,0.33661101953626105,0.2981403017224419,M
382,0.5207070689817759,0.26465936957831737,M
383,0.22863448593882696,0.2510223130258066,M
384,0.07449397254249646,0.3416421474208732,M
385,0.94484736404704,0.8500030474303868,M
386,0.16696308202811594,0.3202478119184645,M
387,0.5135478309664616,0.9472366393685903,F
388,0.386431486684923,0.675144551643144,M
389,0.9503527917906094,0.7965031540987476,M
390,0.10531397755958771,0.34839957949177525,M
391,0.6358460068042031,0.8469715253093542,M
392,0.05359154767868701,0.12193298274612319,M
393,0.3955305080552399,0.1309604236966342,M
394,0.3503432406053748,0.6176649585283844,M
395,0.18042237537229133,0.9554658702038057,F
396,0.7949445143678348,0.2158287521534994,M
397,0.6159043018652486,0.7833735781634722,M
398,0.03239965176274662,0.9553986909218064,M
399,0.3415549888529483,0.8495894301684878,M
400,0.5123237272543762,0.9066823966782716,M
401,0.7089160306561237,0.9670570443864723,M
402,0.2003772239155378,0.4328519802197851,M
403,0.9720008248378152,0.5138411283666052,M
404,0.9046873372189042,0.541847953426068,M
405,0.7754298583314603,0.9570279303524236,M
406,0.5265677687545888,0.46981421139103274,F
407,0.07671886855866583,0.37893242941500593,M
408,0.31704679766237553,0.37313378543315445,F
409,0.22085592529874287,0.18686093192227882,M
410,0.015605940445413635,0.7957080413977402,M
411,0.8754000330991315,0.4113964776281568,F
412,0.8050850855039865,0.6765960049769714,F
413,0.3916825465193752,0.4812413707308678,F
414,0.051361615306334096,0.6250624540640678,F
415,0.5745952956651087,0.5982637975943346,M
416,0.24202514454788115,0.9957304095674536,M
417,0.8928980960957046,0.8684575464759321,F
418,0.9498182714471664,0.27232703816383674,M
419,0.3403571667884142,0.9434910086218761,F
420,0.20099314040138272,0.3006287409751921,M
421,0.9658996242736976,0.7699111793709866,M
422,0.36725479509264025,0.6115067250599519,M
423,0.4349972027001573,0.5720677800919132,M
424,0.32608200697793766,0.8615728451810075,M
425,0.6658306894948827,0.6766294830451707,M
426,0.6995585403544217,0.20488475992032662,F
427,0.47726633838773436,0.7889424083705163,M
428,0.4641452891972089,0.6997820748621779,F
429,0.12145587542500114,0.10552865052787996,M
430,0.8974719478461965,0.8528702707612851,M
431,0.005616859567921351,0.0566370658002765,M
432,0.9149394474226289,0.22825380470089873,M
433,0.8473009273895801,0.484030504314245,M
434,0.9933495796655466,0.9435859388269926,M
435,0.0006617352691080658,0.8522021700213089,M
436,0.5740818678254884,0.5685621553231665,M
437,0.874752636425788,0.5123662221712372,M
438,0.594486811277273,0.8381634403488403,M
439,0.4300743259317267,0.13949013387012543,F
440,0.4016950065435786,0.23361299977220662,M
441,0.7966457998263221,0.015735281716138694,M
442,0.04362512618458059,0.5322196119949986,M
443,0.10429185020622767,0.7568286729466223,M
444,0.20956810903178857,0.4978335195517891,M
445,0.08839198727736508,0.27442675912119896,M
446,0.8264229026390004,0.6428963297366816,M
447,0.12568963154985746,0.9417229609549399,M
448,0.2906351387662197,0.31167964936837167,F
449,0.3158403067045298,0.45052164426065955,F
450,0.1477583218095161,0.17992161668111883,M
451,0.3367009404368646,0.1827383010369651,M
452,0.4154913326801656,0.6733873633442332,M
453,0.8173000060607578,0.08834940805273728,M
454,0.34755787451795794,0.4867832951981905,F
455,0.5179100645568643,0.5175644213854608,M
456,0.07128162320712972,0.6433847367560934,M
457,0.7596423591867042,0.18500704751019592,M
458,0.3156430081163816,0.6643155548964487,M
459,0.19519903970162467,0.29137623584104677,M
460,0.3394187677205386,0.5309076837891455,M
461,0.35577047237437875,0.7556725930904752,M
462,0.7716889840934265,0.5279998127095232,M
463,0.027072638177744968,0.5468203089444491,F
464,0.8691940388784736,0.05291672222402588,M
465,0.4536049292935166,0.2427225325398441,M
466,0.8312262668088765,0.6047305672150447,M
467,0.14662881546517337,0.5440793475685266,M
468,0.03976024962278102,0.5996281813484837,M
469,0.35394529433673283,0.6519577659403731,F
470,0.04626286955087999,0.3900539571619036,M
471,0.5107396648936968,0.30459344386718556,M
472,0.631435020968789,0.02519336378558723,F
473,0.8924687946076657,0.060192305722867934,F
474,0.20835949672546117,0.7311308078404342,M
475,0.09863962351666156,0.9301128774174185,M
476,0.21863466769559248,0.12247226884108786,M
477,0.2282008110382121,0.16504886197647872,F
478,0.5852666693778305,0.34084843529331377,M
479,0.11274832864566975,0.4771457150977262,M
480,0.967514868257825,0.5792869417405841,M
481,0.5807275235671137,0.9782178629302706,F
482,0.28811565551313756,0.8627121841314513,M
483,0.35387756422156535,0.20282160689230677,M
484,0.5544033782658143,0.10094321843972964,M
485,0.1952702095673977,0.5241214547237489,F
486,0.2865550522258631,0.44933836479907285,M
487,0.9184652204470241,0.19713239311930164,M
488,0.07870418341407737,0.8682835972148605,F
489,0.2732285624187547,0.26290910165662573,M
490,0.14394197815462317,0.4400927939928404,M
491,0.710996532010033,0.4801307201820464,F
492,0.4329713933368,0.6012969956736643,M
493,0.16235051595366112,0.05603286872731783,M
494,0.42862602892314283,0.5689394457651005,M
495,0.18653286399196456,0.34244875050652623,F
496,0.8697010784917119,0.3180660694580477,M
497,0.8218044545084311,0.9943802845956163,F
498,0.840081356269168,0.2780334212410043,M
499,0.4438712951379846,0.9942095814846619,M
500,0.9544126407097246,0.24715489412851133,F
501,0.6872326926115143,0.10965682477743455,M
502,0.21977187460862624,0.5709067825231229,M
503,0.7888088658273277,0.5157470890873207,M
504,0.3623018134018322,0.33112977076042616,M
505,0.1660338924546222,0.5575693897583828,F
506,0.6254955944117432,0.8039088150994108,M
507,0.11129027808655545,0.3751328559554842,M
508,0.6999505643790224,0.7651616314373619,F
509,0.42261318526184766,0.18722157024913322,M
510,0.6284622924548187,0.0756550950226097,M
511,0.9841790190716645,0.6817431876902608,M
512,0.12769979092719286,0.47622940886157383,M
513,0.15810804827385216,0.8095204002219957,F
514,0.9647469874818295,0.20502947457374565,M
515,0.31981177731182664,0.8002275213049197,M
516,0.43390663757019743,0.5356815104057138,M
517,0.3066408316144764,0.882510176182735,F
518,0.19242635656249163,0.10559825060897288,M
519,0.3046005594546838,0.5801422515376385,M
520,0.25674506902628735,0.3452584310450455,F
521,0.047884658516164635,0.08466600957107506,M
522,0.22116244876475577,0.09192761096571067,M
523,0.7933711039012588,0.40574478108381695,M
524,0.7411936657211917,0.1128526147452048,F
525,0.8506758274802773,0.9078019272311996,M
526,0.6794712669084665,0.694607873430341,M
527,0.2930136817534372,0.3181642802336939,F
528,0.29932872232279806,0.4091708235545114,F
529,0.8180154504191304,0.769602825028479,M
530,0.7887024526036017,0.7702137844020032,M
531,0.5120881720237533,0.7182934613482711,M
532,0.5756339828973466,0.7788892290986655,F
533,0.9806480543095195,0.16554562065893152,M
534,0.3230170190797258,0.5559056003980178,M
535,0.0580813002387881,0.29908934872703363,M
536,0.8094278094220745,0.5256908249428737,M
537,0.3732377095467255,0.07820009240542214,F
538,0.3402598347038618,0.3663120146183101,F
539,0.9943497555255689,0.7129868056701751,M
540,0.22208701331865743,0.10825878631890729,M
541,0.22736094851604727,0.15602038230186266,M
542,0.9581827722460067,0.8269211388416868,M
543,0.17736108378910664,0.5146452301126085,M
544,0.23498665752101178,0.3526604120771951,M
545,0.3519127099406928,0.5153028260134812,M
546,0.31735545606587245,0.5218569976880504,M
547,0.19493366818828384,0.9957442026616983,M
548,0.4055440916012316,0.780504920529775,M
549,0.5270433048078222,0.6262701659377127,M
550,0.1810815027554178,0.6320014495225074,M
551,0.6394142170536894,0.3145505617433698,M
552,0.13495866263018108,0.6136057496087599,M
553,0.505948875211187,0.16950469511901178,M
554,0.29981878822862285,0.6575191570995584,F
555,0.7358117150331321,0.7709729937362466,M
556,0.14544788654183238,0.17962043579658504,M
557,0.48812093345639473,0.9456287946640995,M
558,0.9256877523297342,0.9464371382520141,M
559,0.44164897535459735,0.3848683903510335,M
560,0.3639266182945421,0.9681638535036075,M
561,0.23490531207283205,0.1448444281806378,F
562,0.6355627103632985,0.6339511367247319,M
563,0.5727631795727707,0.07122692506990413,F
564,0.682611972217369,0.12299147528658005,F
565,0.048520900191286964,0.45040941201365126,M
566,0.05701305587200545,0.6958416701448038,M
567,0.9043080013013649,0.5774956617971513,M
568,0.3138130517784059,0.525788825884882,F
569,0.773354534951679,0.29929709541049276,M
570,0.6509111064819023,0.7935420817343227,M
571,0.7477551806222411,0.5520508840966156,M
572,0.8038838742734523,0.4076431611737804,M
573,0.7194212490578631,0.04726672376685992,M
574,0.9835711078207319,0.35168380377570885,M
575,0.1767306636887832,0.32843241561672676,M
576,0.6565508947868739,0.11908724352074551,F
577,0.26492863891510376,0.894349955535377,M
578,0.6649164933640754,0.6305337211515004,M
579,0.7439159361591972,0.18837605154945658,M
580,0.6190386687565165,0.11838406078773023,M
581,0.8065532796580831,0.46836023465596055,M
582,0.07538345136354963,0.7208934538159597,M
583,0.9282422636303723,0.1261596262614625,M
584,0.099391524846422,0.16774952500966,M
585,0.27649887822424635,0.9231968395925366,M
586,0.4907904457247282,0.44361510324528985,M
587,0.5656809115482944,0.37326654132838366,F
588,0.09142960371648556,0.3879569733019439,M
589,0.7125382656506506,0.3193811806364226,M
590,0.6095258418166899,0.7739360107495277,M
591,0.9108762954780696,0.31155267264219977,M
592,0.4591480022894944,0.7004341756471935,F
593,0.3028873869051556,0.19207755297157436,M
594,0.23420313737201592,0.8191406893910121,F
595,0.751856501069534,0.9922018997718666,M
596,0.35710884558599854,0.09546224273275039,M
597,0.04859066156156322,0.33631070252304796,F
598,0.21665945834304912,0.9249214243237839,M
599,0.767440152865533,0.8926697979971476,M
600,0.6856796603287125,0.12133361034620571,M
601,0.7136184225643386,0.06823836966365504,M
602,0.9668921230460003,0.15562606274758417,M
603,0.20562575855350584,0.41212964079028525,M
604,0.6653591014768715,0.679940064592271,F
605,0.23234862487714525,0.7284648408101242,F
606,0.4417766475416658,0.7083242701979972,M
607,0.6288788414540056,0.8861757471454556,M
608,0.6729108832855731,0.33442537582949383,M
609,0.6651172713884962,0.6794360357451406,M
610,0.2794522351403854,0.8922851334716696,M
611,0.1804614520418515,0.5855871865071918,F
612,0.8520810937139243,0.34300537717918933,M
613,0.5937575433933935,0.2505113649606835,M
614,0.9746192112185401,0.04300614340541098,M
615,0.5020382438680945,0.5432578191873889,F
616,0.22031914552029463,0.8462977782757353,M
617,0.3922754106620665,0.7638416253118815,M
618,0.52604681374674,0.08753195675433256,F
619,0.601726474685217,0.7364279424774858,M
620,0.8956829070896424,0.5390380811907286,F
621,0.2398133388158752,0.125115886415764,M
622,0.38130744807535144,0.4134337382311044,M
623,0.7586775853477743,0.20040362295564385,M
624,0.9523131988068103,0.8578174435111527,M
625,0.318384630529409,0.3302581806810563,M
626,0.5206931764170893,0.4509763354150814,M
627,0.6854116338019398,0.3965173468602353,M
628,0.6667825786117016,0.25426638572785054,M
629,0.7202259005322167,0.6065463270010665,M
630,0.04293382328380746,0.10008699625580908,M
631,0.4122920475255879,0.02072250766482009,M
632,0.8538020973204516,0.7424031873313196,M
633,0.5104175356060543,0.9830175036241368,M
634,0.9406361472344733,0.06986742804353996,M
635,0.07104634548723232,0.6853044818675291,M
636,0.2731550016179458,0.4087469175814429,M
637,0.6500854639471401,0.4177725912992726,M
638,0.769253192522859,0.6972198144317919,M
